Name,time,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,blinkStrength,LTYRTY
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,16.284696099995926,0,0,0,0,0,0,0,0,0,0,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,16.790638599995873,0,0,0,0,0,0,0,0,0,0,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,17.301492400001734,0,0,0,0,0,0,0,0,0,0,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,17.824714700000186,0,0,0,0,0,0,0,0,0,0,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,18.333167899996624,0,0,0,0,0,0,0,0,0,0,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,18.84137819999887,0,0,0,0,0,0,0,0,0,0,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,19.350878700002795,0,0,0,0,0,0,0,0,0,0,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,19.856859100000293,0,0,0,0,0,0,0,0,0,0,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,20.36407809999946,0,0,0,0,0,0,0,0,0,0,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,20.881945100001758,0,0,0,0,0,0,0,0,0,0,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,21.396966399996018,0,0,0,0,0,0,0,0,0,0,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,21.910016000001633,0,0,0,0,0,0,0,0,0,0,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,22.423586899996735,0,0,0,0,0,0,0,0,0,0,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,22.92992100000265,0,0,0,0,0,0,0,0,0,0,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,23.849286399999983,0,0,768841,323201,42019,21181,24840,22437,12415,11640,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,24.699499499998637,0,0,264433,136430,41540,20711,9437,6734,2107,2007,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,25.665303299996594,0,0,106029,16463,4421,12356,3946,3318,1501,411,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,26.651790600000822,0,0,472638,108267,49646,17649,20192,27824,4126,6314,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,27.6677989000018,50,30,61980,74260,4948,8582,35882,11878,1957,1537,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,28.663902200001758,61,44,19439,69672,29587,50335,9231,22597,7646,3017,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,29.666898800001945,43,48,169300,68882,20444,4343,4879,1333,673,610,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,30.647468299997854,53,51,21784,41741,16453,4725,11091,7808,3215,3227,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,31.68244219999906,44,63,28671,70819,15925,12351,4541,7132,5469,1029,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,32.646298699997715,38,63,8814,32938,17318,18550,6865,5942,4761,1887,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,33.646230799997284,61,80,33188,28392,53906,18367,9330,7727,4850,1821,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,34.66492540000036,60,88,290693,66050,16355,47009,11750,14949,4427,2253,0,r
& d:/HCI/EEG_data_code/EEG/eeg_env/Scripts/python.exe d:/HCI/EEG_data_code/EEG/python_code_modified/mindwave.py,36.6447576999999,67,90,17266,16231,6997,18560,7620,5905,2807,1027,0,r
